"STRNO","STRDIR","STRNAME","STRTYPE","SUITE_NUM","BUS_NAME","OWNER1","OWNER2","AREA_CODE","PHONE_NUM","WARD","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","INACTIV","INACDT","OWNER_TYPE","CORP_NAME","TITLE1","TITLE2","BUS_TYPE","NAICS","CLV_MJBL","HEN_MJBL","NLV_MJBL","CC_MJBL","CAT_DESC","STATUS","BUS_ADDRESS","ZIP","LIC_NUM"
"70","","CORPORATE PARK","DR","","B N D  PLASTERING INC","DAVIS, BRYON","DAVIS, ELENITA","702","6448980","0","70 CORPORATE PARK DR","HENDERSON NV","890740000","O","20120703","C","BND PLASTERING INC","PRES","SEC TRES","CONTRACTOR","236","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","70 CORPORATE PARK DR","89074","C25 16645 90265"
"70","","CORPORATE PARK","DR","","AMERICAN TECHNOLOGIES INC","","","702","5680800","0","C/O GARY MOORE 210 BAYWOOD AVE","ORANGE CA","928650000","","20131031","","","","","CONTRACTOR","0","S","P","S","S","CONTRACTOR (MJBL)","ACTIVE","70 CORPORATE PARK DR","92865","C25999995999999"
"11","","30TH","ST","","BROTHERS AUTO BODY AND PAINT","GUDIEL, OBDULIO","HERRERA, JUAN NELSON","702","3484990","3","11 30TH ST","LAS VEGAS NV","891010000","O","20120522","P","","OWNER 50%","OWNER 50%","AUTO BODY SHOP","811111","","","","","MAJOR AUTOMOTIVE GARAGE","OUT OF BUSINESS","11 30TH ST","89101","A60  1572 94333"
"11","","30TH","ST","","H & H AUTO BODY & REPAIR","HERRERA, JUAN NELSON","HEBBERT, VICTOR A","702","4874017","3","11 30TH ST","LAS VEGAS NV","891010000","","20130402","C","H & H AUTO BODY & REPAIR","OWNER 75%","OWNER 25%","BODY & REPAIR SHOP","811111","","","","","MAJOR AUTOMOTIVE GARAGE","ACTIVE","11 30TH ST","89101","A60  2195159097"
"11","","30TH","ST","","AA DMV SERVICES","MOLINA, RUDY ALFONZO","","0","2372600","3","810 BLADENSBURG ST","LAS VEGAS NV","891100000","O","20100922","S","","OWNER 100%","","DMV SERVICES","812990","","","","","PERSONAL SVCS","OUT OF BUSINESS","11 30TH ST","89110","P27  679E149690"
"11","","COMMERCE CENTER","DR","","K D  DEVELOPMENT LLC","","","702","5669541","0","27417 N 86TH LN","PEORIA AZ","853830000","","20131031","","","","","CONTRACTOR","0","S","P","","S","CONTRACTOR (MJBL)","ACTIVE","11 COMMERCE CENTER DR","85383","C25999995999999"
"11","","COMMERCE CENTER","DR","","K D  DEVELOPMENT LLC","ALLSOP, DAVID S","ALLSOP, KAREN K","702","5669541","0","11 COMMERCE CENTER DR","HENDERSON NV","890140000","O","20120822","C","K D DEVELOPMENT L L C","MGR 50%","MGR 50%","GENERAL CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","11 COMMERCE CENTER DR","89014","C25 22905 97787"
"11","N","LAMB","BL","","NEVADA TELEPHONE INC","","","0","4380833","3","1700 S MAIN ST","LAS VEGAS NV","891040000","O","20110112","C","HIPPODROME CORP","","","PAY PHONE LOCATION","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","11 N LAMB BL","89104","P35  4620 68145"
"11","N","MOJAVE","RD","","ROSARITOS RESTAURANT","HERNANDEZ, JESUS G","HERNANDEZ, ROSARIO","0","3854004","3","11 N MOJAVE RD","LAS VEGAS NV","891014801","O","20120917","C","ROSARITOS RESTAURANT INC","D/P 50%","D 50%","BEER/WINE ON SALE","722410","","","","","BEER WINE COOLER SALES ON","OUT OF BUSINESS","11 N MOJAVE RD","89101","L09   584  8606"
"11","N","MOJAVE","RD","","ROSARITOS RESTAURANT","HERNANDEZ, JESUS G","HERNANDEZ, ROSARIO","0","3854004","3","11 N MOJAVE RD","LAS VEGAS NV","891014801","O","20111109","C","ROSARITOS RESTAURANT INC","D/P 50%","D 50%","RESTAURANT","722511","","","","","RESTAURANT GT 45","OUT OF BUSINESS","11 N MOJAVE RD","89101","R09  4986  8606"
"11","N","MOJAVE","RD","","RESTAURANT Y CARNITAS URUAPAN","CORTES, JOSE","","0","5048317","3","11 N MOJAVE RD","LAS VEGAS NV","891010000","C","20130124","S","","OWNER","","RESTAURANT","722511","","","","","RESTAURANT GT 45","IN COLLECTIONS","11 N MOJAVE RD","89101","R09 16355157468"
"21","","FREMONT","ST","","SMOKE ZONE LV","HOVAV, BINYAMIN BEN","","702","3289466","3","621 BEAR GRASS ST","LAS VEGAS NV","891440000","O","20120716","S","","OWNER 100%","","TOBACCO DEALER","453991","","","","","TOBACCO DEALER-RETAIL","OUT OF BUSINESS","21 FREMONT ST","89144","C0598748E157799"
"21","","FREMONT","ST","","SMOKE ZONE LV","HOVAV, BINYAMIN BEN","","702","3289466","3","621 BEAR GRASS ST","LAS VEGAS NV","891440000","O","20120716","S","","OWNER 100%","","SMOKE SHOP","453991","","","","","TOBACCO SALES / LOUNGE","OUT OF BUSINESS","21 FREMONT ST","89144","T50987495157799"
"21","","MARION","DR","","UNITY VILLAGE","GIDDENS JR, RAYMOND L","GIDDENS SR, RAYMOND L","702","4456594","3","3340 SUNRISE AV 103","LAS VEGAS NV","891010000","O","20120209","C","GIDDENS & ASSOCIATES","PRES","VICE PRES","NON PROFIT SOCIAL SV","624190","","","","","NON-PROFIT SOC SVCS LIC","OUT OF BUSINESS","21 MARION DR","89101","N40    3F144760"
"21","E","CALIFORNIA","ST","","ROUND TO THE TURNING POINT","RECTOR, APRIL","","0","3859800","3","21 E CALIFORNIA ST","LAS VEGAS NV","891041009","","0","S","","OWNER 100%","","COIN OP AMUSEMENT","713120","","","","","COIN AMUSEMENT PER MACH","ACTIVE","21 E CALIFORNIA ST","89104","C08 19605 31454"
"21","E","CALIFORNIA","ST","","ROUND TO THE TURNING POINT","RECTOR, APRIL","","0","3859800","3","21 E CALIFORNIA ST","LAS VEGAS NV","891041009","","0","S","","OWNER 100%","","RESTAURANT","722511","","","","","RESTAURANT GT 45","ACTIVE","21 E CALIFORNIA ST","89104","R09  2706 31454"
"21","N","26","ST","","AURELIOS CAR WASH","HERNANDEZ, AURELIO ACEVEDO","","0","7738627","0","21 N 26 ST","LAS VEGAS NV","891010000","","20110517","S","","OWNER 100%","","MOBILE CAR WASH","811192","","","","","AUTOMOBILE DETAILING","ACTIVE","21 N 26 ST","89101","A45  582B146711"
"22","","FREMONT","ST","","GIRLS OF GLITTER GULCH","BURNSTINE, STEVEN J","ROUTON, THOMAS B","702","3857474","5","111 N 1ST ST","LAS VEGAS NV","891010000","","0","C","GRANITE GAMING GROUP II LLC","MMBR 100%","KEY EMP","ALCOHOL LICENSE","722410","","","","","TAVERN","ACTIVE","22 FREMONT ST","89101","L16   184   230"
"22","","FREMONT","ST","","GIRLS OF GLITTER GULCH","BURNSTINE, STEVEN J","ROUTON, THOMAS B","0","3857474","5","111 N 1ST ST","LAS VEGAS NV","891010000","","0","C","GRANITE GAMING GROUP II LLC","MMBR 100%","KEY EMP","TOPLESS CLUB W/LIQ","722410","","","","","TOPLESS CLUB W/LIQUOR","ACTIVE","22 FREMONT ST","89101","T29    46   230"
"22","","FREMONT","ST","","NEVADA PAY PHONE","","","702","8684285","5","3061 SHERIDAN ST","LAS VEGAS NV","891027818","O","20110112","C","STRATA COMMUNICATIONS INC","","","PAY PHONE","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","22 FREMONT ST","89102","P35  7660 34924"
"22","","FREMONT","ST","","HORIZON VENDING","BRANDONISIO, DEBRA","BRANDONISIO, ROCKY","702","5979999","5","4285 WAGON TRAIL AV","LAS VEGAS NV","891184425","","0","C","BRANDWAY INC","VP 51%","PRES 49%","TOBACCO","453991","","","","","TOBACCO DEALER-RETAIL","ACTIVE","22 FREMONT ST","89118","C05 2522C132821"
"22","","FREMONT","ST","","COLE & COLE CIGAR COMPANY","COLE, JOHN","COLE, DAISEY","0","6476963","5","PO BOX 3798","RENO NV","895050000","O","20121018","S","","MANAGER","OWNER 100%","TOBACCO DEALER","453991","","","","","TOBACCO DEALER-RETAIL","OUT OF BUSINESS","22 FREMONT ST","89505","C05 2628G143294"
"22","","FREMONT","ST","","COLE & COLE CIGAR COMPANY","COLE, JOHN","COLE, DAISEY","0","6476963","5","PO BOX 3798","RENO NV","895050000","O","20130115","S","","MANAGER","OWNER 100%","CIGAR SALES","45322","","","","","GENERAL SALES","OUT OF BUSINESS","22 FREMONT ST","89505","G50 40871143294"
"21","N","MOJAVE","RD","A","CARPET MAGIC BUILDING SERVICES","GOMEZ, OPHELIA","GOMEZ, LOUIS","702","8511559","3","21 N MOJAVE RD STE A","LAS VEGAS NV","891010000","O","20111020","C","CARPET MAGIC BUILDING SERVICE","PRES","SEC/TR 49%","JANITORIAL SERVICES","561720","","","","","INDOOR/OUTDOOR MAINT REP","OUT OF BUSINESS","21 N MOJAVE RD","89101","R60  5993109869"
"21","N","NELLIS","BL","","SMOKE 4 LESS","MANNI, SHAVON","PATTAH, CALVIN","702","5319191","3","21 N NELLIS BL","LAS VEGAS NV","891100000","O","20121213","C","HOPE AND PARIS LLC","MBR 25%","MBR 50%","TOBACCO","453991","","","","","TOBACCO DEALER-RETAIL","OUT OF BUSINESS","21 N NELLIS BL","89110","C05 2760L152388"
"34","","PAINTED VIEW","ST","","SUPERIOR IMAGES GROUP LLC","SUMMERS, DIAMOND","","702","4965310","0","P O BOX 70443","LAS VEGAS NV","891700000","C","20120131","C","SUPERIOR IMAGES GROUP LLC","MGR 100%","","ADVERTISING","541810","","","","","ADVERTISING BUSINESS","IN COLLECTIONS","34 PAINTED VIEW ST","89170","A02 2443G150451"
"35","","30TH","ST","","CITY AUTOMOTIVE LLC","OTERO, JORGE","","702","7562694","3","35 30TH ST","LAS VEGAS NV","891010000","","20130114","C","CITY AUTOMOTIVE LLC","OWNER 99%","","MAJOR AUTO/AUTO BODY","811111","","","","","MAJOR AUTOMOTIVE GARAGE","ACTIVE","35 30TH ST","89101","A60  2343156841"
"35","","JADE","CI","","SUN CUBA CARPET CLEANING","ZURITA, DIEGO","FERNANDEZ, OMAR","702","4999338","5","35 JADE CI","LAS VEGAS NV","891060000","","20110627","P","","OWNER 50%","OWNER 50%","CARPET CLEANING","561720","","","","","INDOOR/OUTDOOR MAINT REP","ACTIVE","35 JADE CI","89106","R60 25024151437"
"35","","TUCKAWAY","CT","","LIBERTY FIRE AND SECURITY SOLU","THOMPSON, LARRY","BROOKS, THOMAS","702","4635218","0","2657 WINDMILL PK 168","HENDERSON NV","890740000","O","20120716","C","LIBERTY FIRE PROTECTION INC","PRES","VICE PRES","CONTRACTOR","23000","","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","35 TUCKAWAY CT","89074","C25 20495147294"
"35","N","LAMB","BL","","H & S APARTMENTS LLC","SAR, SAMPHOUN V","SAR, HOUR","0","4376760","3","6557 FIELDMOUSE AV","LAS VEGAS NV","891420000","","0","C","H & S APARTMENTS LLC","MANAGER 50","MANAGER 50","6 APARTMENTS","531110","","","","","APARTMENT HOUSE","ACTIVE","35 N LAMB BL","89142","A07 1278L 73011"
"35","N","LAMB","BL","","CUSTOM COMMUNICATIONS","","","702","4370267","3","5000 W OAKEY BL B6","LAS VEGAS NV","891460000","O","20110112","C","CUSTOM TELECOM LLC","","","PAY PHONE LOCATION","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","35 N LAMB BL","89146","P35  6670 82740"
"35","N","MOJAVE","RD","","LAS VEGAS SPEED AND MOTORSPORT","LIBLA, DAVID","SHUBNELL, CHARLES","0","3847700","3","35 N MOJAVE RD","LAS VEGAS NV","891010000","","0","C","LAS VEGAS SPEED AND MOTORSPORT","CEO 80%","GM 10%","MACHINE SHOP","332710","","","","","MANUFACTURING LIGHT ASMB","ACTIVE","35 N MOJAVE RD","89101","M50   285 55081"
"35","W","MAYFLOWER","AV","","LANDSCAPE SERVICES INC","ANDERSON, THOMAS","","0","3865477","0","35 W MAYFLOWER AV","NORTH LAS VEGAS NV","890303951","O","20100601","C","LANDSCAPE SERVICES INC","PRES 100%","","CONTRACTOR","23000","","","","","CONTRACTOR IN CLV","OUT OF BUSINESS","35 W MAYFLOWER AV","89030","C11 9055B 61085"
"72","","SPECTRUM","BL","","EWING IRRIGATION PRODUCTS INC","YORK, SUSAN","YORK, DOUGLAS","0","4599530","3","3441 E HARBOUR DR","PHOENIX AZ","850347229","","20130325","C","EWING IRRIGATION PRODUCTS","PRES","VP","LANDSCAPE IRRIGATION","444130","","","","","BLDG/PLANT/HARDWARE","ACTIVE","72 SPECTRUM BL","85034","B50   492 46306"
"73","","30TH","ST","","COLLISION MASTERS CARSTAR","DRESSER, ROBERT","DRESSER, MARYBETH","702","3847729","3","65 N 30TH ST","LAS VEGAS NV","891010000","O","20121105","C","COLLISION MASTERS INC","PRES 50%","SEC/TR 50%","AUTO BODY SHOP","811111","","","","","MAJOR AUTOMOTIVE GARAGE","OUT OF BUSINESS","73 30TH ST","89101","A60   484 62036"
"73","","SPECTRUM","BL","","LUTHERAN SOCIAL SERVICES OF NE","WINTERS, HYLA","BJONKE, RON","702","6391730","3","73 SPECTRUM BL","LAS VEGAS NV","891010000","","20060706","C","LUTHERAN SOCIAL SERVICES OF NE","BOARD SEC","BOARD TRES","NP SOCIAL SERVICES","624190","","","","","NON-PROFIT COMM SVCS","ACTIVE","73 SPECTRUM BL","89101","N31  368J125079"
"73","","TEAHOUSE","ST","","EVOLUTION EXPEDITIONS KAYAKING","CAMERON, DANIEL","","0","2595292","0","73 TEAHOUSE ST","LAS VEGAS NV","891380000","","20060711","C","EVOLUTION EXPEDITIONS KAYAKING","MGR 100%","","KAYAK TOUR GUIDE","713990","","","","","TOUR OR TOUR GUIDE","ACTIVE","73 TEAHOUSE ST","89138","T31   23D128156"
"75","N","VALLE VERDE","DR","2113","WESTERN SEALANTS","LARSEN, PAT","LARSEN, DEAN","0","2638268","0","75 N VALLE VERDE DR 2113","HENDERSON NV","890740000","O","20120828","C","WESTERN SEALANTS LLC","PRES 51%","VP 16.33%","CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","75 N VALLE VERDE DR","89074","C25 39465130616"
"75","N","VALLE VERDE","DR","1125","WESTERN SEALANTS","","","702","2638268","0","75 N VALLE VERDE STE 1125","HENDERSON NV","890740000","","20131031","","","","","CONTRACTOR","0","S","P","S","","CONTRACTOR (MJBL)","ACTIVE","75 N VALLE VERDE DR","89074","C25999995999999"
"76","","CHELSEANN","ST","","VRF CLEANING","BADILLO-HERMOSILLO, ITZEL","","702","4006776","3","76 CHELSEANN ST","LAS VEGAS NV","891100000","O","20100519","S","","100%","","CLEANING SERVICE","561720","","","","","INDOOR/OUTDOOR MAINT REP","OUT OF BUSINESS","76 CHELSEANN ST","89110","R60 20446146512"
"76","","GRAYTHORN MOUNTAIN","CT","","WAVE INC","DUERSON, COLLEEN","","702","3542097","0","76 GRAYTHORN MOUNTAIN CT","HENDERSON NV","890120000","O","20110627","C","W A V ENTERPRISE COMPANY INC","PRES 100%","","MASSAGE THERAPY","621399","","","","","IND MASSAGE THERAPIST","OUT OF BUSINESS","76 GRAYTHORN MOUNTAIN CT","89012","M12 18011148016"
"11","N","NELLIS","BL","","TERRIBLES 147","HERBST, JERRY","HERBST, MARYANNA","0","7986400","3","P O BOX 93417","LAS VEGAS NV","891933417","","20100614","","NEVADA CAR WASH PROPERTIES LLC","D/P 100%","SEC/TREAS","","445120","","","","","CONVENIENCE STORE","ACTIVE","11 N NELLIS BL","89193","C15   793   430"
"11","N","NELLIS","BL","","TERRIBLES 147","HERBST, JERRY","HERBST, MARYANNA","0","4386115","3","P O BOX 93417","LAS VEGAS NV","891930000","","0","C","NEVADA CAR WASH PROPERTIES LLC","D/P 100%","SEC/TREAS","","445310","","","","","BEER WINE COOLER SALE OFF","ACTIVE","11 N NELLIS BL","89193","L10   764   430"
"11","W","BROOKS","AV","","ROYCE INDUSTRIES LLC","RASMUSSEN, ROYCE","","702","6336500","0","1355 W 8040 S","WEST JORDAN UT","840888380","","0","C","ROYCE INDUSTRIES LLC","MEMBER","","CLEANING PRODUCTS","999999","","","","","INTR-JURIS MOB SVC OP","ACTIVE","11 W BROOKS AV","84088","T10 32245137218"
"11","W","OWENS","AV","","HORIZON CREST FAMILY APARTMENT","SALVATION ARMY, THE","HAND ENTERPRISE, INC","702","3996269","0","13 W OWENS AV","LAS VEGAS NV","890300000","","0","C","HORIZON CREST LIMITED PARTNERS","GEN PARTNE","GEN PAR","APARTMENT COMPLEX","531110","","","","","APARTMENT HOUSE","ACTIVE","11 W OWENS AV","89030","A07 1793K138092"
"12","","GREELY CLUB","TR","","AMUSEMENT WORLD CORP","BAUGHMAN, DENNIS","","0","8370272","0","12 GREELY CLUB TR","HENDERSON NV","890520000","","0","C","AMUSEMENT WORLD CORP","PRES 100%","","1 VENDING MACHINE","999999","","","","","INTR-JURIS MOB SVC OP","ACTIVE","12 GREELY CLUB TR","89052","T10 55272133375"
"12","","SUNSET","WY","B 218","DUNRITE CONSTRUCTION INC","DUNN, LESLIE","DUNN, JOAN","0","4586579","0","12B SUNSET WY 218","HENDERSON NV","890140000","O","20110524","C","DUNRITE CONSTRUCTION INC","PRES","SEC/TR","CONTRACTING","23000","","","","","CONTRACTOR IN CLV","OUT OF BUSINESS","12 SUNSET WY","89014","C1111511B 35664"
"12","","SUNSET","WY","A116","R S DEVELOPMENT LLC","SCHAEFER, RANDALL T","","702","4586820","0","12A SUNSET WY 116","HENDERSON NV","890140000","O","20120827","C","R S DEVELOPMENT LLC","OWNER","","CONSTRUCTION","236","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","12 SUNSET WY","89014","C25 13775 33804"
"12","","SUNSET","WY","A116","R S DEVELOPMENT LLC","","","702","4586820","0","12A SUNSET WY STE 116","HENDERSON NV","890140000","","20131031","","","","","CONTRACTOR","0","S","P","","S","CONTRACTOR (MJBL)","ACTIVE","12 SUNSET WY","89014","C25999995999999"
"12","","SUNSET","WY","A116","MERIDIAN CONSTRUCTION COMPANY","TROLLIER, TRACY","","702","4984099","0","3008 CHERUM ST","LAS VEGAS NV","891350000","O","20120822","C","MERIDIAN CONSTRUCTION COMPANY","PRES 100%","","CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","12 SUNSET WY","89135","C25 20325144531"
"21","N","NELLIS","BL","","S & S ENTERPRISE LLC","SHABA, STEVE","","702","3240426","3","21 N NELLIS BL","LAS VEGAS NV","891100000","","0","C","S & S ENTERPRISE LLC","MNG MBR100","","TOBACCO RETAIL","453991","","","","","TOBACCO DEALER-RETAIL","ACTIVE","21 N NELLIS BL","89110","C0593193L163416"
"21","N","NELLIS","BL","","SMOKE 4 LESS","MANNI, SHAVON","PATTAH, CALVIN","702","5319191","3","21 N NELLIS BL","LAS VEGAS NV","891100000","X","20120320","C","HOPE AND PARIS LLC","MBR 25%","MBR 50%","GIFTS & NOVELTIES","45322","","","","","GENERAL SALES","TO BE DROPPED","21 N NELLIS BL","89110","G50 45736152388"
"21","N","NELLIS","BL","","SMOKE 4 LESS","MANNI, SHAVON","PATTAH, CALVIN","702","5319191","3","21 N NELLIS BL","LAS VEGAS NV","891100000","O","20121213","C","HOPE AND PARIS LLC","MBR 25%","MBR 50%","SMOKE SHOP","453991","","","","","TOBACCO SALES / LOUNGE","OUT OF BUSINESS","21 N NELLIS BL","89110","T50  1436152388"
"21","N","NELLIS","BL","","S & S ENTERPRISE LLC","SHABA, STEVE","","702","3240426","3","21 N NELLIS BL","LAS VEGAS NV","891100000","","0","C","S & S ENTERPRISE LLC","MNG MBR100","","SMOKE SHOP","453991","","","","","TOBACCO SALES / LOUNGE","ACTIVE","21 N NELLIS BL","89110","T50931946163416"
"21","W","IMPERIAL","AV","104","STORSETH CONSTRUCTORS INC","STORSETH, DOUGLAS L","","702","3802999","3","21 W IMPERIAL AV 104","LAS VEGAS NV","891020000","O","20121101","C","STORSETH CONSTRUCTORS INC","PRES","","CONTRACTOR","23000","P","","","","CONTRACTOR IN CLV","OUT OF BUSINESS","21 W IMPERIAL AV","89102","C11 5550A 62926"
"21","W","IMPERIAL","AV","","MILT BOZANIC PROPERTIES","BOZANIC, MILTON","","0","4514143","3","3430 E FLAMINGO RD 226","LAS VEGAS NV","891215065","","0","S","","OWNER 100%","","APARTMENT RENTALS","531110","","","","","APARTMENT HOUSE","ACTIVE","21 W IMPERIAL AV","89121","A07  503G  7900"
"21","W","OWENS","AV","","SKY VIEW PINES FAMILY APARTMEN","LLC, SKY VIEW PINES","INC, HAND ENTERPRISES","702","7393345","0","P O BOX 230220","LAS VEGAS NV","891050220","","0","C","SKY VIEW PINES LIMITED PARTNER","GEN PTNR","SOLE MBR","APARTMENTS","531110","","","","","APARTMENT HOUSE","ACTIVE","21 W OWENS AV","89105","A07 2065L154920"
"22","","FREMONT","ST","","IRISH PATRICIA","IRISH, PATRICIA LOY","","520","7300968","5","P O BOX 41718","TUCSON AZ","857170000","O","20121212","S","","OWNER 100%","","EROTIC DANCER","711510","","","","","EROTIC DANCER","OUT OF BUSINESS","22 FREMONT ST","85717","E08   981161064"
"35","W","OWENS","AV","","SALVATION ARMY KITCHEN VOCATIO","BASSETT, W TODD","SWYERS, PHILIP","0","3994403","0","35 W OWENS AV","NORTH LAS VEGAS NV","890300000","","0","C","SALVATION ARMY THE","CHAIR","PRES","SHELTER/MISSION","624221","","","","","NON-PROFIT HOMELESS/RES","ACTIVE","35 W OWENS AV","89030","N38    9J124472"
"35","W","OWENS","AV","","SALVATION ARMY KITCHEN VOCATIO","BASSETT, W TODD","SWYERS, PHILIP","0","3994403","0","35 W OWENS AV","NORTH LAS VEGAS NV","890300000","","0","C","SALVATION ARMY THE","CHAIR","PRES","HOMELESS SHELTER","624221","","","","","NON-PROFIT HOMELESS/RES","ACTIVE","35 W OWENS AV","89030","N38   13D124472"
"36","W","CALIFORNIA","ST","","BILLY MS AUTO SALES","NASON, WILLIAM F","","0","4586234","3","5002 HAYSTACK DR","LAS VEGAS NV","891226825","","0","S","","OWNER","","USED CAR SALES","4411","","","","","AUTOMOBILE SALES / RENTAL","ACTIVE","36 W CALIFORNIA ST","89122","A65   141  9350"
"37","W","OWENS","AV","","GOLDEN TEL INC","","","702","3125408","0","3675 W HARMON AV","LAS VEGAS NV","891030000","O","20110111","C","GOLDEN TEL INC","","","PAY PHONE LOCATION","812990","","","","","OUTDOOR PAY PHONE (loc)","OUT OF BUSINESS","37 W OWENS AV","89103","P35  8740134499"
"37","W","OWENS","AV","","GOLDEN TEL INC","","","702","6573789","0","3675 W HARMON AV","LAS VEGAS NV","891030000","","0","C","GOLDEN TEL INC","","","PAY PHONE LOCATION","812990","","","","","OUTDOOR PAY PHONE (loc)","ACTIVE","37 W OWENS AV","89103","P35  8750134499"
"37","W","OWENS","AV","","GATEWAY LV LLC","IVERSON, JEFFREY","HOLLIGAN, RICHARD","0","0","0","37 W OWENS AV","LAS VEGAS NV","891060000","","0","C","GATEWAY LV LLC","CEO","COO","MANAGEMENT SERVICES","541613","","","","","MGMT/MKT SVC","ACTIVE","37 W OWENS AV","89106","M18 5725D164906"
"37","W","OWENS","AV","","SALVATION ARMY PATHWAYS","SULLIVAN, JIM","SONNENBERG, B DUANE","0","6390277","0","P O BOX 28369","LAS VEGAS NV","891260000","","0","S","","","","GROUP HOME","624221","","","","","NON-PROFIT HOMELESS/RES","ACTIVE","37 W OWENS AV","89126","N38   11J 72898"
"38","","GOLF CREST","CT","","LANDVIEW LANDSCAPE","TRAVIS, ANNE","NOGALES, JOSE","0","6168928","0","10624 S EASTERN AV 108","HENDERSON NV","890520000","O","20120822","C","POOL DADDY INC","PRES 51%","TRSTEE 49%","CONTRACTOR","23000","P","","","","CONTRACTOR (MJBL)","OUT OF BUSINESS","38 GOLF CREST CT","89052","C25 36035130523"
"38","","GOLF CREST","CT","","LANDVIEW LANDSCAPE","","","702","6168928","0","10624 S EASTERN AVE STE A-376","HENDERSON NV","890520000","E","20130430","","","","","CONTRACTOR","0","S","P","S","S","CONTRACTOR (MJBL)","EXPIRED","38 GOLF CREST CT","89052","C25999995999999"
"64","N","PEARL","ST","","CARING HEARTS CARE HOME LLC","GUY, LUCKY ARCHIE","","0","4378448","3","64 N PEARL ST","LAS VEGAS NV","891104330","X","20100921","C","CARING HEARTS CARE HOME LLC","OWNER","","GROUP CARE","0","","","","","RESIDENTIAL FAC GRP 11+","TO BE DROPPED","64 N PEARL ST","89110","A27  132K 80485"
"65","","30TH","ST","","COLLISION MASTERS CARSTAR","DRESSER, ROBERT","DRESSER, MARYBETH","702","3847729","3","65 N 30TH ST","LAS VEGAS NV","891010000","O","20121011","C","COLLISION MASTERS INC","PRES","SEC","ADMINISTRATIVE OFC","551114","","","","","ADMIN OFFICE SPACE","OUT OF BUSINESS","65 30TH ST","89101","A01 1357I136631"
"65","","ANTIQUE GARDEN","ST","","REGENCIES","CHAU, RAYMOND","CHAU, HEATHER","0","2542863","0","2251 N RAMPART BL 370","LAS VEGAS NV","891280000","","0","C","FOREVER SUMMER LTD","DIR 50%","SEC 50%","JEWERLY & GIFTS","44831","","","","","GENERAL SALES","ACTIVE","65 ANTIQUE GARDEN ST","89128","G50 49104114305"
"65","","BELLE MAISON","AV","","COMPREHENSIVE FITNESS SOLUTION","HARABURDO, KAREN","","702","4960294","0","65 BELLE MAISON AV","LAS VEGAS NV","891230000","","0","C","COMPREHENSIVE FITNESS SOLUTION","OWNER 100%","","PERSONAL TRAINER","812990","","","","","INSTRUCTION SERVICES","ACTIVE","65 BELLE MAISON AV","89123","I50  1421145021"
"65","","CHAPMAN HEIGHTS","ST","","ANGEL MARKETING GROUP LLC","SUTHERLAND, JOY","CROWN CALIBER, CONSULTING","702","3257219","0","11700 W CHARLESTON BL 170 247","LAS VEGAS NV","891350000","C","20130321","C","ANGEL MARKETING GROUP LLC","MNG MBR 85","MBR 15%","SKIN PRODUCT SALES","44612","","","","","GENERAL SALES","IN COLLECTIONS","65 CHAPMAN HEIGHTS ST","89135","G50 12161155806"
"65","","CHAPMAN HEIGHTS","ST","","GUNNAR GATES","GATES, GUNNAR","","0","8049911","0","65 CHAPMAN HEIGHTS ST","LAS VEGAS NV","891380000","","0","C","CROWN CALIBER CONSULTING","PRES 100%","","HR/TECH CONSULTING","541613","","","","","MGMT/MKT SVC","ACTIVE","65 CHAPMAN HEIGHTS ST","89138","M18 4440F143216"
"67","","SPECTRUM","BL","","PETRO WEST INC","PHILLIPS, KAREN R","PHILLIPS, ROY D","702","6413127","3","44 NORTH 800 EAST","ST GEORGE UT","847700000","","20121101","C","PETRO WEST INC","PRESIDENT","VP","CONTRACTOR","23000","P","","S","S","CONTRACTOR (MJBL)","ACTIVE","67 SPECTRUM BL","84770","C25 22935 85820"
"67","E","AGATE","AV","405","ROSE STONE LLC","MILLS, RANDALL","","0","2630783","0","2790 TONTO DR 102","LAKE HAVASU CITY AZ","864060000","","0","C","ROSE STONE LLC","OWNER 100%","","HOME AUTOMATION","444130","","","","","BLDG/PLANT/HARDWARE","ACTIVE","67 E AGATE AV","86406","B50  5384156138"
"12","","SUNSET","WY","A116","MERIDIAN CONSTRUCTION COMPANY","","","702","6564554","0","C/O TRACY TROLLIER 3008 CHERUM","LAS VEGAS NV","891350000","E","20130430","","","","","CONTRACTOR","0","S","P","","S","CONTRACTOR (MJBL)","EXPIRED","12 SUNSET WY","89135","C25999995999999"
